Token,Item Name,Description,Category,SKU,Variation Name,Price,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity r a u l Retail,New Quantity r a u l Retail,Stock Alert Enabled r a u l Retail,Stock Alert Count r a u l Retail,Tax - NY Sales Tax (8.875%)
ZNMCA4JDSNRM75ULQQ5FGFCF,Bulb Vase,Glass Vase Clear 4 H x 4 W x 1,Bud Vases,,Regular,12.00,,,5.00,,,12,,,,Y
OPOSYGKJL3PPUIITW7SY2NSG,Burgundy Vase,Ceramic Vase Burgundy 27.25 H x 12.5 W,Vases,,Regular,variable,,,175.00,,,,,,,Y
JL43PDXW4EVTIKFXAMVRPLKM,Burnished Silver Square Lantern,,Lanterns,,Regular,variable,,,,,,,,,,Y
5SA3KIHXB5V64HEAROBH46D5,Butterfly Anemone,,Floral,,Red,3.00,,,,,,9982,,,,Y
HTB27OADKE32QYSREOH2MC4L,Butterfly Anemone,,Floral,,Yellow,3.00,,,,,,10000,,,,Y
H5EO5MCYUTOOFWDLVCEIGRB2,Butterfly Anemone,,Floral,,Pink,3.00,,,,,,9995,,,,Y
UJIRUFX64VO4RBETLNJBQSJ4,Butterfly Anemone,,Floral,,Orange,3.00,,,,,,10000,,,,Y
6SQM5HUAFQW7CKTH22Y537EO,Butterfly Anemone,,Floral,,White,3.00,,,,,,9997,,,,Y
6UOACPPXTXNIMEMVTNI4AVBQ,Butterfly Orchid,,Floral,,Yellow,12.00,,,,,,9986,,,,Y
6FTNNFQNPJD62CWKH5TKFWYZ,Butterfly Orchid,,Floral,,White,12.00,,,,,,9997,,,,Y
FEBNSEZ5STDFCF572YXBOQB2,Cable Knit Vase,Ceramic Vase White,Vases,,Large,16.00,,,,,,,,,,Y
5AGP3BVFERH6VDDXM53XAX75,Cable Knit Vase,,Vases,,Small,6.00,,,,,,,,,,Y
RRGGPPWQRA3IUKJVJJEGGAIN,Cadie Tray,"Large Flat Rattan Tray Tan 3 H x 18 W x 24 L
Small Flat Rattan Tray Tan 2.25 H x 12 W x 18.5 L",Trays,,Large,275.00,,,,,,3,,,,Y
W4LRYU2M7GBSASOZGTORXCHV,Cadie Tray,,Trays,,Small,175.00,,,,,,3,,,,Y
QXZ7XP3SLHBDL4SNKT2JQ662,Calaisio Round Tray,"Wicker Tray Brown
2 H x 19 W",Trays,,Regular,62.00,,,,,,3,,,,Y
RQYPYLMZKDGSVDKSPZ4QVYGG,Calaisio Square Tray,"Woven Tray Brown
2 H x 17 W x 26 L",Trays,,Regular,80.00,,,,,,2,,,,Y
RUE3MSZ336C7UJ7UPRXCE7FS,Calla Lily,,Floral,,White,4.00,,,,,,9890,,,,Y
YQ36ULAQN2QPFA7JTQFCIYGV,Calla Lily,,Floral,,Pink,4.00,,,,,,9936,,,,Y
ZTTSEKZYE7OJPWAVTLBDOFYZ,Calla Lily,,Floral,,Purple,4.00,,,,,,9883,,,,Y
IGAZCEIVL7ZLHS5GMWPPVTF3,Calla Lily,,Floral,,Orange,4.00,,,,,,9971,,,,Y
DDSGYA726G5P5AE3VFGIDPUZ,Calla Lily,,Floral,,Yellow,4.00,,,,,,9997,,,,Y
DNZBPE4S72DEI43DSWHO4ESA,Caribbean Plant,,Plant,,Regular,45.00,,,,,,9999,,,,Y
PJMA6OWZHC6EVWQJ3NIXL7OA,Carribean Leaves,,Floral,,Small,5.00,,,,,,9999,,,,Y
QXD5SI6LKQLBLR7Y7ATUK4UZ,Carribean Leaves,,Floral,,Medium,10.00,,,,,,9992,,,,Y
BIQKGN5K627JS5FJDOD7G2GD,Carribean Leaves,,Floral,,Large,15.00,,,,,,9999,,,,Y
KUXHVANUG2GBLXSJHQ2B2NVE,Carribean Leaves,,Floral,,Extra Large,20.00,,,,,,10000,,,,Y
37HPHHH7JIZNZUYMSFI4CNGE,Carved Wood Bronze Candlestick,Wood Candlestick Bronze 7.5 H x 1 W,Candlesticks,,Regular,39.00,,,,,,53,,,,Y
73DV2FMPQRCDBT7KRYAP5XPU,Carved Wood Gold Candlestick,Wood Candlestick Gold 7.5 H x 1 W,Candlesticks,,Regular,39.00,,,,,,,,,,Y
Z6L3VGAFXJ6GJ6DROUFMQSIH,Carved Wood White Candlestick,Wood Candlestick White 7.5 H x 1 W,Candlesticks,,Regular,39.00,,,,,,36,,,,Y
FBHRIEJEQVFUWTWYOSXVMACM,Carved Wooden Mushrooms (Set of 3),,Decorative Objects,,Regular,4800.00,,,,,,,,,,Y
Z3DS2NCT36GR45LSGEKTLOCL,Casablanca Lily,,Floral,,White,6.00,,,,,,9874,,,,Y
WDJF647GICDKZDV653SUZ676,Casablanca Lily,,Floral,,Pink,6.00,,,,,,9908,,,,Y
LKEOKCGI76MRLMV2KFVFBUZW,Casablanca Lily,,Floral,,Yellow,6.00,,,,,,9999,,,,Y
FCTO3MRCN6K6ZFBYXBAG7BPK,Casablanca Lily,,Floral,,Orange,6.00,,,,,,9997,,,,Y
MOFCWEJIQZG2IZT7PU35WK7R,Cathedral Footed Vase,Glass Footed Vase Clear 6 H x 3 W,"Vases, Footed",,Regular,17.00,,,,,,0,,,,Y
LRNILV6USSSTVEQ52LAHF3MK,Cedric Vase Clear Glass,"Clear Glass Vase 4""H x 5""W",Vases,,Regular,12.00,,,,,,29,,,,Y
JKBM3BZOEXT37LPBIL5MM6LD,Celine Short Vase,"Large Clear Glass Vase 11""H x 11""W
Medium Clear Glass Vase 9.5""H x 9.5""W
Small Clear Glass Vase 8""H x 8""W",Vases,,Large,78.00,,,,,,23,,,,Y
FVGNLTFGUMOHTRBOYBVSEBUW,Celine Short Vase,,Vases,,Medium,44.00,,,,,,21,,,,Y
WLMB7KCWFVQIQF4UUTMCW3QG,Celine Short Vase,,Vases,,Small,38.00,,,,,,17,,,,Y
CP7IWBFT3ORXMJEMYL37PVKW,Celosia,,Floral,,Purple,4.00,,,,,,9996,,,,Y
YTJ3MUIKBLXYTALYBVTF3A3C,Celosia,,Floral,,White,4.00,,,,,,9997,,,,Y
PTGSIIRCZ4VSJ2D3YLLSH6AF,Celosia,,Floral,,Pink,4.00,,,,,,9994,,,,Y
GZRIHNABM3ZFJQJX6EW3AKJ3,Celosia,,Floral,,Green,4.00,,,,,,9988,,,,Y
XC4QVNUNUVJJNZBATFDRJK6N,Celosia,,Floral,,Yellow,4.00,,,,,,10000,,,,Y
G3J5OKWCD2O4PA3IFAOPLDEF,Cepheus Silver Bowl,Metal Footed Bowl Silver 5 H x 9 W,"Bowls, Footed",,Regular,variable,,,17.00,,,,,,,Y
D5H27YTJ5AVLTJSW7DL62KEQ,Ceramic Bulb,,Bud Vases,,Round,16.00,,,,,,-9,,,,Y
4IPUPBWOFU7CQN6KCQPO2W7J,Ceramic Bulb,,Bud Vases,,Tall,16.00,,,,,,,,,,Y
BGFAWZ6TZVOU2ALCLTBVLOJ6,Ceramic Tear Drop Bud Vase,,Bud Vases,,Sage,6.00,,,,,,,,,,Y
EERAUKINOITSNMXYGEB3D3PE,Ceramic Tear Drop Bud Vase,,Bud Vases,,Blue,6.00,,,,,,,,,,Y
BLXVGFLRZANADV4H4OXUJ3CB,Cesare Gold Bowl,Metal Footed Bowl Gold 6.75 H x 9.5 W,"Bowls, Footed",,Regular,25.00,,,,,,65,,,,Y
QIOYB4X6FACOBHDMTFJB5ETI,Cesare Silver Bowl,Metal Footed Bowl Silver 6.5 H x 10 W,"Bowls, Footed",,Regular,25.00,,,,,,,,,,Y
TWL3ZYFQCPRXVGZGF5BAXAXA,Chalice Footed Vase,Plastic Footed Vase Silver 8 H x 3.5 W,"Vases, Footed",,Regular,4.00,,,,,,10,,,,Y
65ZM2CWAL4QGFCDBE77ZIUBL,Chapel Footed Vase,Metal Footed Vase Gold 5 H x 4 W,"Vases, Footed",,Regular,variable,,,9.00,,,,,,,Y
LBJWOKPW5IUTAKGBRIMTTR5B,Charter Footed Bowl,Metal Footed Vase Silver 9.75 H x 9 W,"Vases, Footed",,Regular,36.00,,,,,,1,,,,Y
YHCS37KQMZBWCPPOVBOKXXGT,Cheese Monstera,,Plant,,Regular,120.00,,,,,,10000,,,,Y
2JJZQ45BUNOHODROWF4GHNGC,Cherry Candle Holder,Glass Candle Holder Red 5 H x 5 W,Candle Holders,,Regular,15.00,,,,,,17,,,,Y
34RFNST45SR2ZLYMBUXWVQ2V,Chiffon Candlestick,Large Glass Candlestick Clear 12 H x 3.5 W,Candlesticks,,Large,17.00,,,7.00,,,4,,,,Y
3GJI35SALEXEITWQSTTGWYKW,Chiffon Candlestick,,Candlesticks,,Small,16.00,,,,,,8,,,,Y
KEWPUTFOQGG4733DJOUVAWGV,Chiffon Silver Alarm Clock Round,Chiffon Silver & Alarm Clock 4.5x4.5 FR5501,Clocks,,Regular,65.00,,,,,,0,,,,Y
V23IURZVJV4Q6CV54THEMSGI,Chiffon Silver Alarm Clock Square,Chiffon & Silver Alarm Clock 3.25x3.25 FR1014,Clocks,,Regular,65.00,,,,,,0,,,,Y
NGFZ6XA7SQTA5RKF4PVMVUJJ,Chiffon Silver Box,"Chiffon Silver Box 4""R BX1012",Boxes,BX1012,Regular,55.00,,,,,,2,,,,Y
XGV5T4LLISAAHFH64MP4AWYF,Chiffon Silver Frames,"Chiffon Silver Frame 8x10 FR0942
Chiffon Silver Frame 5x7 FR0943
Chiffon Silver Frame 4x6 FR0944",Frames,,8x10,75.00,,,,,,0,,,,Y
J5BELXPGSKY7MEP634ELVPR3,Chiffon Silver Frames,,Frames,,5x7,65.00,,,,,,0,,,,Y
AMW72AQGVURRYHIYIZ3H6ZC4,Chiffon Silver Frames,,Frames,,4x6,55.00,,,,,,0,,,,Y
6Y7TZP6UUUO3QHW6S7L34QIS,Chiffon Silver Frames,,Frames,FR3578,2x3,45.00,,,,,,1,,,,Y
SWLQ5BDF4MGSBHZQQLCY54KC,Chinese Urn,Ceramic Urn Blue/White 60 H x 14 W,Urns,,Regular,1400.00,,,,,,4,,,,Y
Z6D6EBBAOVV2ZFYUJAVHU3OQ,Chinese Urn,,Urns,,Set of 4,4000.00,,,,,,,,,,Y
UK4HTJB5EHQGSKKXB4KHRKS3,Chocolate Goblet,Glassware Brown 8 H x 4 W,Glassware,,Regular,10.00,,,,,,0,,,,Y
JSXZKW57RD4DVSCCXKIDB3I2,Choir Footed Vase,Metal Footed Vase Silver 10.5 H x 10 W,"Vases, Footed",,Regular,variable,,,29.00,,,,,,,Y
BX6RVV4DTA3LINBAE5GWPFMG,Christmas Wreath,,Wall Art,,Medium,45.00,,,,,,4,,,,Y
2RXH7UR472R6E5GYHSVEWGTW,Christmas Wreath,,Wall Art,,Large,75.00,,,,,,,,,,Y
7CDGQ6OECARWQ5CQ7AWRBTWL,Circus Pitcher Short,Ceramic Pitcher White,Pitchers,,Regular,36.00,,,,,,4,,,,Y
JBTN5JMRIU77HVJLOZYMRLAO,Circus Pitcher Tall,Ceramic Pitcher White,Pitchers,,Regular,42.00,,,,,,5,,,,Y
6O7DBUCXBMXGUIWKYWYEZN6I,Citrus Tree,,Plant,,Lemon,1000.00,,,,,,,,,,Y
ZIDXA5U3M5FLG2F53Y6O72TU,Citrus Tree,,Plant,,Clementine,1000.00,,,,,,2,,,,Y
XMC4FFFBPFQGUEORK2E4IK7U,Citrus Tree,,Plant,,Kumquat,1000.00,,,,,,,,,,Y
UBMXH3GFYNTDHTKYWGXRQ6QK,Citrus Tree,,Plant,,Customer Order,variable,,,,,,10000,,,,Y
ZTLTK5LCHFVDSV2AQYW5M2SS,Classic Bud Vase,Glass Vase Clear 4 H x 1.25 W,Bud Vases,,Regular,8.00,,,2.00,,,,,,,Y
5QRYTR7AUBAKRMHJNZTR7N4I,Classic Candlestick,Glass Candlestick Clear 3.5 H x 4 W,Candlesticks,,Regular,15.00,,,4.00,,,-3,,,,Y
LAY67JIGSM6EYVD7DGWWMJYR,Classic Footed Vase,Glass Footed Vase Clear 8 H x 5 W,"Vases, Footed",,Regular,29.00,,,15.00,,,,,,,Y
D6LYPMF7OK6VHPYWKV7EMEKD,Classic Vase,Glass Vase Clear 7.75 H x 1.75 W,Vases,,Regular,variable,,,12.00,,,,,,,Y
CYSORRIIZR23H4PGWW5J6EGC,Classic Votive,Glass Votive Clear 4 H x 2.25 W,Votives,,Regular,8.00,,,2.00,,,,,,,Y
2OYNPIINQ4WSZEXDRK3OQH2S,Clear Beads Candlestick,Glass Candlestick Clear 12 H x 1 W,Candlesticks,,Regular,18.00,,,,,,2,,,,Y
SPZCFJUSDR2HJHXB2Z42DTNW,Clear Disks Candlestick,Glass Candlestck Clear 9.25 H x 1 W,Candlesticks,,Regular,18.00,,,,,,9,,,,Y
4Y6J3ZIGE435BZ5O4NXFEJUS,Clear Hanging Candle Holder,Glass Hanging Candle Holder Clear 3.5 H x 2.25 W,"Candle Holders, Hanging",,Regular,10.00,,,,,,24,,,,Y
ELUZZEIMYCYONK42SNPQ6YON,Clear Shadow Candlestick,Glass Candlestick Clear 14 H x 1 W,Candlesticks,,Regular,18.00,,,,,,2,,,,Y
YVX3THXYP7O7Y5PVNTDAZGW4,Clemantis,,Floral,,Regular,4.00,,,,,,9999,,,,Y
XMPFJDZERJNVL67HN6RLNC47,Cobalt Goblet,Glassware Blue 8.75 H x 3 W,Glassware,,Regular,12.00,,,,,,8,,,,Y
N75JKLIDVSTFAELYHZKQXZQN,Cobalt Highball,Glassware Blue 5.25 H x 3 W,Glassware,,Regular,10.00,,,,,,6,,,,Y
SS4I7RVPJVQI4I4YUSEF6YDZ,Cobalt Pitcher,Glassware Blue 9.5 H x 4.5 W x 8 L,Glassware,,Regular,24.00,,,,,,12,,,,Y
MOM3HK3ZBMIFCI5A3UETFDF2,Cobalt Tumbler,Glassware Blue 4 H x 3 W,Glassware,,Regular,8.00,,,,,,4,,,,Y
LS5ZE7LDSCLL2PRZ7S7CM5SR,Cobalt Votive,Glass Votive Blue 2.5 H x 2.5 W,Votives,,Regular,8.00,,,,,,32,,,,Y
EQAFCYI6W4EVPDFYIWT4CML2,Cobalt Wine Glass,Glassware Blue 8 H x 3.25 W,Glassware,,Regular,10.00,,,,,,7,,,,Y
H5CLTEW2EIHH6MKSBHFSBC6Z,Column Vase,Glass Hurricane Clear 15 H x 5.25 W,Vases,,Regular,49.00,,,,,,1,,,,Y
ONKYEER7Q2WGH4IQQW2RHKA3,Conan Saffron Vase,,Vases,,Regular,9.50,,,,,,141,,,,Y
WN5HPTCD2VKNYENUCQBEDZ3V,Confetti Dinner Plate,Ceramic Dinnerware Blue/White 11 W x 11 L,Dinnerware,,Regular,16.00,,,,,,115,,,,Y
G7WVIER4B7GBYNQXI4IOEGMN,Conical Black Vase,"16"" H x 10"" W",Vases,,Medium,32.00,,,,,,7,,,,Y
GMZZAC4XDM5IIFXW5C74MTOX,Conical Black Vase,,Vases,,Large,38.00,,,,,,,,,,Y
XKWHK2SWDCI3AYVUW4NZ6ITA,Conner Black Vase,"6"" H x 4"" W (Extra Small)
6.5"" H x 7"" W (Small)
7.5"" H x 7.5"" H (Large) ",Vases,,Extra Small,7.00,,,,,,36,,,,Y
VUFFI7TPOHTS7KIMLG37EVZ2,Conner Black Vase,,Vases,,Small,9.50,,,,,,12,,,,Y
IE6DFUHXXMNISLEEVRGXQ2CV,Conner Black Vase,,Vases,,Large,14.50,,,,,,10,,,,Y
CZ3F3Y4DCLE2YAQROXE4YR3C,Conner Leaf Green Vase,"6.5"" H x 7"" W (Small)
7.5"" H x 7.5"" H (Large) ",Vases,,Small,variable,,,9.50,,,12,,,,Y
DCSIY6AUNYUTLMP6YI4XJA2I,Conner Leaf Green Vase,,Vases,,Large,variable,,,14.50,,,12,,,,Y
QKVVACUQFBZGWQA6HMIN4AJY,Conner Off White Vase,"6.5"" H x 7"" W (Small)
7.5"" H x 7.5"" H (Large) ",Vases,,Small,9.50,,,,,,9,,,,Y
RGNN5JEWAJRXE4W4VSIXA44Z,Conner Off White Vase,,Vases,,Large,14.50,,,,,,11,,,,Y
HAZQTT3RVELFC7BEYCEB5JD5,Conner Red Vase,"6.5"" H x 7"" W (Small)
7.5"" H x 7.5"" H (Large) ",Vases,,Small,9.50,,,,,,12,,,,Y
ZLSKLVPI27B34DE5RHYWTZUY,Conner Red Vase,,Vases,,Large,14.50,,,,,,12,,,,Y
FRBTHDQ3DCO74NRHA2QTUJ35,Cooper Votive,"3"" H x 3"" W",Vases,,Dark Grey,4.50,,,,,,119,,,,Y
TV5AIBH35CEPS32BENUPENSH,Cooper Votive,,Vases,,Cool Grey,4.50,,,,,,120,,,,Y
NH2KSGL4UGYZRARPXKYPC7RB,Cooper Votive,,Vases,,Brown,4.50,,,,,,112,,,,Y
KDVIVSPBAUMO7UQNNSFMT6VD,Corsage,,Floral,,Regular,25.00,,,,,,,,,,Y
NCVHNETQPQAJSJD5PU44POUO,Corvus Silver Bowl,Metal Footed Bowl Silver 7 H x 10 W,"Bowls, Footed",,Regular,34.00,,,17.00,,,24,,,,Y
JLZQZU75F6NFT6IZKG7X66GS,Cosmos Decorative Plate,Ceramic Wall Art Floral/Gold 11 W x 11 L,Dinnerware,,Regular,14.00,,,,,,7,,,,Y
TDOIUY6EZBFUNBAVVMLEF5JB,Cottage End Table,Wood Side Table Light Wood 24 H x 15.75 W,Tables,,Regular,370.00,,,,,,4,,,,Y
47GBHAG23GXIWRAA5SUPKMML,Cream Leaf Tealight,"Extra Small Glass Copper Cream Tealight 3.5""H x 3.5""W
Small Glass Copper Cream Leaf Tealight 6""H x 4""W
Medium Glass Copper Cream Leaf Tealight 6.5""H x 5""W
Large Glass Copper Cream Leaf Tealight 8""H x 6""W",Candle Holders,,Extra Small,12.00,,,,,,14,,,,Y
XZYUY4R6LPELRTV7MVPY5RST,Cream Leaf Tealight,,Candle Holders,,Small,12.00,,,,,,17,,,,Y
55IJY47DKD73LKVWCS2EEPUY,Cream Leaf Tealight,,Candle Holders,,Medium,18.00,,,,,,20,,,,Y
TEO6ERL2GSINWY75R5EMDLT6,Cream Leaf Tealight,,Candle Holders,,Large,25.00,,,,,,20,,,,Y
O4QWLDTYSOOZAGGNCQ3FMTP7,Crocky Pot,"Extra Small Grey Cement Pot 3""H x 3""W
Small Grey Cement Pot 3""H x 4""W",Cashpots,,Extra Small,4.00,,,,,,8,,,,Y
RVAHBJLW7XTCGB6JULKCFNEQ,Crocky Pot,,Cashpots,,Small,6.00,,,,,,7,,,,Y
EDBV4CG2HZ6OEE6W7RSNDEGG,Crown Floral Vase,"Decorative Vase 6""H x 8""W",Vases,,Regular,45.00,,,,,,9,,,,Y
VL4TVSS4QP6W5HVR6JPMWDXO,Crystal Bud Vase,"Large Crystal Bud Vase Clear 9 H x 1.25 W
Medium Crystal Bud Vase Clear 7 H x 1.5 W
Small Crystal Bud Vase Clear 5 H x 1.5 W",Bud Vases,,Large,32.00,,,17.99,,,-4,,,,Y
2DFH4H27VUSABBV46X6GYWWM,Crystal Bud Vase,,Bud Vases,,Medium,28.00,,,,,,,,,,Y
UTMS66FFMK2P5T4QWL5TMMZK,Crystal Bud Vase,,Bud Vases,,Small,22.00,,,,,,,,,,Y
FKOX4G6EYXJR6BYZDAVIJ5GP,Crystal Cut Vase,Crystal Vase Clear 9 H x 2.25 W,Vases,,Regular,64.00,,,,,,5,,,,Y
ODKSKRZ33IRZGQSPQP3ZF655,Crystal Frames,Crystal Frame,Frames,,8 x 12,48.00,,,,,,3,,,,Y
YAIBILYOQX26CRM5IZIWGSPG,Crystal Frames,,Frames,,9 x 8,38.00,,,,,,0,,,,Y
HQKZW2NDNQY5LQ4PRVIWKIA3,Crystal Frames,,Frames,,8 x 6,28.00,,,,,,2,,,,Y
IKESO4WVP5CSIZJUQASG7CNB,Cube Vase,"Large Glass Vase Clear 5 H x 5 W
Small Glass Vase Clear 3 H x 3 W",Vases,,Large,18.00,,,8.99,Jamali Garden,,,,,,Y
JRTZNAZLLT4JR7I2K5DYBLM3,Cube Vase,,Vases,,Small,10.00,,,,,,-1,,,,Y
AF3YNJX7RM5BPRECYXFWHT23,Cubic Black Vase,"5"" H x 5""W",Vases,,Regular,9.50,,,,,,23,,,,Y
T73MG7PPZALN3PAMIA2I6XR3,Cut Vase,"Green Grey Clear Vase 18""H x 13""W
Small Green Grey Clear Vase 13""H x 11""W",Vases,,Large,235.00,,,,,,3,,,,Y
ZXTB4TLU7OMQIGBJMAZU2UL7,Cut Vase,,Vases,,Small,165.00,,,,,,3,,,,Y
CDSXFYV6HQ62C5QLWUNOK5IS,Cylinder Hurricane,Glass Hurricane Clear 9.5 H x 3.75 W,Hurricanes,,Regular,16.00,,,5.00,,,262,,,,Y
QDF3UQO7V42BIOFA6YBU2Z6H,Cylinder Vase,Glass Vase Clear,Vases,,6 x 3,24.00,,,4.99,Jamali Garden,,,,,,Y
6ULX3WRF6KLVQ7QHX3BFZNWF,Cylinder Vase,,Vases,,5 x 5,15.00,,,,,,,,,,Y
6VYMBYUAEGIKUHHH7NR6X4K3,Cylinder Vase,,Vases,,5 x 10,40.00,,,,,,,,,,Y
HUVAR6NWVM2QJSYPKKGWEPDA,Cylinder Vase,,Vases,,6 x 12,45.00,,,,,,,,,,Y
BFVKCBKZV6OGNGUG6IYXB3I2,Cylinder Vase,,Vases,,8 x 20,63.00,,,,,,,,,,Y
YE3N3D52HQB7LZYYO2O4HYGO,Cylinder Vase,,Vases,,8 x 24,75.00,,,,,,,,,,Y
RXNNPHIYVXOFLQ6J77QQJXJB,Cylinder Vase,,Vases,,3x12,15.00,,,,,,7,,,,Y
3EFKZ2RSNKI24HOYHZQNHCQN,Cylinder Vase,,Vases,,4x12,20.00,,,,,,15,,,,Y
GKDQSV4XAEBBRWBK33VIIURR,Cylinder Vase,,Vases,,3x3,8.00,,,,,,,,,,Y
QVUXSQH6EYNMZBQKPCT2F3H5,Cylinder Vase,,Vases,,4x4,10.00,,,,,,,,,,Y
LX4DI4WTUA37UVSSN45DKAPB,Cylinder Vase,,Vases,,3.5x4,10.00,,,,,,,,,,Y
EPRDRFZSIAEB7OWXDLB6U2MX,Cylinder Vase,,Vases,,6x10,40.00,,,,,,0,,,,Y
V2E3T4EBMNPH6KBPQCRX7VDN,Cylinder Vase,,Vases,,9.5 x 20,63.00,,,,,,,,,,Y
SPWCITVFKU7MKSOSQUAXYZN7,Cylinder Vase Large,Glass Vase Clear 19.5 H x 15 W,Vases,,Regular,150.00,,,,,,-1,,,,Y
JOEVO7GLBCZNO5LCVKEHFK7Q,Cylinder Vase Tall,Glass Vase Clear 11.75 H x 3.5 W,Vases,,Regular,19.00,,,6.50,Jamali Garden,,,,,,Y
K37FIL7OBMXCVERYJM3THVBU,Cylindrica Cashpot Terra Cotta,"Terra Cotta Cashpot Moss Small 9 H x 5.75 W
Terra Cotta Cashpot Moss Medium 11.5 H x 5.75 W
Terra Cotta Cashpot Moss Large 15 H x 9.75 W",Cashpots,,Small,25.00,,,,,,5,,,,Y
FQ2R3QGZHIX4VPFGPKXO6ZZE,Cylindrica Cashpot Terra Cotta,,Cashpots,,Medium,35.00,,,,,,,,,,Y
CT5OV3XB5XPVK72KQHN7FTGH,Cylindrica Cashpot Terra Cotta,,Cashpots,,Large,55.00,,,,,,,,,,Y
4FYO6QV3YHM6RRFOJW6GG26C,daffodil,,Floral,,Regular,4.00,,,,,,,,,,Y
CTCNCUSW7KJMSOTAW4LADHL2,Daffodil Decorative Plate,Ceramic Wall Art Floral/Gold 11 W x 11 L,Dinnerware,,Regular,14.00,,,,,,5,,,,Y
ESJQX4QN3AAYO5KOX5AGJXM3,Dahlia,,Floral,,White,5.00,,,,,,9923,,,,Y
GGRVJIMV5F6SERVXYBAJGP3W,Dahlia,,Floral,,Pink,5.00,,,,,,9947,,,,Y
6CMQKWB62FCEXCUCHOZ4WSTA,Dahlia,,Floral,,Purple,5.00,,,,,,9926,,,,Y
4MJEX4K3HK6JWIOTNR566HJC,Dahlia,,Floral,,Orange,5.00,,,,,,9971,,,,Y
VVC62ZA7U5ZKJALGSJX5VMM2,Dark Box Cashpot Large,Wood Cashpot Brown 4 H x 4 W x 4.25 L,Cashpots,,Regular,variable,,,7.00,,,,,,,Y
TYUS77ONYERZVND73R47MD6N,Dark Box Cashpot Small,Wood Cashpot Brown 4 H x 5 W,Cashpots,,Regular,variable,,,6.00,,,,,,,Y
DENN5JTLWED4LMV7D4EYCDMG,Dax Clouded Grey Planter,"31.5” H  
",Cashpots,,Regular,488.00,,,,,,2,,,,Y
CIIPSWF7P4GCN7VAQ4QRXE7V,Dax Gold Planter,"31.5” H (Large)
39.5” H (Extra Large)
",Cashpots,,Large,500.00,,,750.00,,,2,,,,Y
D4N6HVX3W6JRQWMXBQXDGDC3,Dax Gold Planter,,Cashpots,,Extra Large,815.00,,,1210.00,,,2,,,,Y
AHHDUF5JYWAUMLF6PWE4PUP5,Dax Off White Planter,"31.5” H (Large)
39.5” H (Extra Large)
",Cashpots,,Large,226.00,,,368.00,,,1,,,,Y
GCWA3NJ6Q4JGVJISZE7MXLFS,Dax Off White Planter,,Cashpots,,Extra Large,465.00,,,698.00,,,2,,,,Y
2FXORCEHTMHLBGWRYZVN7RWT,Deco End Table,Metal Side Table Gold 24.25 H x 18.5 W,Tables,,Regular,235.00,,,,,,12,,,,Y
PPLLQ4WRFYYJLFUSBQLLO56L,Deco Gold Hurricane,Glass Hurricane Gold 8.25 H x 3.75 W,Hurricanes,,Regular,12.00,,,,,,193,,,,Y
TQNAYJCQBWHCSREFFHLVFP6V,Deco Silver Hurricane,Glass Hurricane Clear/Silver 13.25 H x 5.75 W,Hurricanes,,Regular,55.00,,,,,,66,,,,Y
64BYOWZKKW5S3W34S4PHIVNU,Decorative Box,Wood Decorative Object Tan 12 W x 12 L,Boxes,,Regular,34.00,,,,,,,,,,Y
CQUEQHJUQGQRGQFZKN2LQUEF,Delivery,15 Mile Radius,Delivery,,Local Fee,25.00,,,,,,,,,,Y
KU3HT5VGGHKT4MC3ITEZFFBH,Delivery,,Delivery,,Mid Fee,50.00,,,,,,,,,,Y
BAA4WCN4LJ5GQ5VNUXAMQWLH,Delivery,,Delivery,,Distance Fee,75.00,,,,,,,,,,Y
7K5UVV2FKSUEOZXQ2CFZYOAW,Delivery,,Delivery,,Extended Fee,150.00,,,,,,,,,,Y
FHBO2J4QM44NKDTJ5XCMJXWN,Delphinium,,Floral,,White Medium,10.00,,,,,,99998,,,,Y
7RW7XQLGGBEVPWA3AO4OOJHX,Delphinium,,Floral,,Purple Medium,10.00,,,,,,9991,,,,Y
NWJ5AHKYI2BPVNZDG3774G7S,Delphinium,,Floral,,Blue Medium,10.00,,,,,,9970,,,,Y
O5PYLV4LPJTX2NVXABIFZFPN,Delphinium,,Floral,,White Large,12.00,,,,,,10000,,,,Y
VDTHCXGDQ3ERIZEDX7GZUGOT,Delphinium,,Floral,,Purple Large,12.00,,,,,,9996,,,,Y
GSSIWDQHMOQCBCD6GPZYMLMY,Delphinium,,Floral,,Blue Large,12.00,,,,,,10000,,,,Y
LAZKA7XM2NF6YOH5JCWZPAOM,Dendur Urn,Terra Cotta Urn White 56 H x 22 W,Urns,,Regular,2360.00,,,,,,1,,,,Y
PXTRIZY4DEF3L7MTZGWDZ5EA,Dew Votive,Glass Votive Clear 3.5 H x 2.25 W,Votives,,Regular,8.00,,,,,,-1,,,,Y
3PEUU6DUZKYTXHRBD4RSCKUM,Dianthus,,Floral,,Regular,3.00,,,,,,9971,,,,Y
UHC6AII5FZ2BFSKZIUBIM4RY,Dog-rose Decorative Plate,Ceramic Wall Art Floral/Gold 11 W x 11 L,Dinnerware,,Regular,14.00,,,,,,15,,,,Y
